Titre,Prix,Fabricant,Carrosserie,Energie,Puissance fiscale,Boite,Transmission,Kilometrage,Annee,Inserée le,Model
Ford Focus,22500,Ford,Berline,Essence,6,Manuelle,Traction,260000,03.2006,12.02.2024,Focus
BMW Série 3,183000,BMW,Berline,Essence,9,Automatique,Traction,70000,09.2021,26.02.2024,Série 3
BMW Série 3,160000,BMW,Berline,Essence,10,Automatique,Traction,97000,01.2020,26.02.2024,Série 3
KIA XCeed,112000,KIA,Compacte,Essence,9,Automatique,Traction,15000,04.2022,26.02.2024,XCeed
KIA Sportage GT LINE,118000,KIA,Autres,Essence,7,Automatique,Traction,67000,06.2019,26.02.2024,Sportage GT LINE
KIA Picanto,56500,KIA,Autres,Essence,4,Automatique,Traction,5000,10.2023,26.02.2024,Picanto
Mercedes-Benz Classe C,108000,Mercedes,Berline,Essence,8,Automatique,Traction,139000,02.2016,26.02.2024,-Benz Classe C
Mercedes-Benz ML,110000,Mercedes,SUV/4x4,Diesel,12,Automatique,Intégrale,231000,06.2010,26.02.2024,-Benz ML
Land Rover Range Rover Sport,240000,Land Rover,SUV/4x4,Diesel,19,Automatique,Traction,114000,09.2015,26.02.2024,Range Rover Sport
Mercedes-Benz Classe C,120000,Mercedes,Berline,Diesel,9,Automatique,Traction,130000,04.2014,26.02.2024,-Benz Classe C
KIA Sportage,115000,KIA,SUV/4x4,Essence,11,Automatique,Traction,93000,12.2019,26.02.2024,Sportage
BMW Série 6 630i,90000,BMW,Coupé,Essence,17,Automatique,Traction,170000,10.2009,03.02.2024,Série 6 630i
Volkswagen Passat BLUE MOTION,68000,Volkswagen,Berline,Essence,7,Manuelle,Traction,130000,01.2016,03.02.2024,Passat BLUE MOTION
KIA Sportage Crdi 1.7 diesel premium bvm,91000,KIA,SUV/4x4,Diesel,6,Manuelle,Intégrale,75600,02.2019,03.02.2024,Sportage Crdi 1.7 diesel premium bvm
Peugeot 3008,88000,Peugeot,Berline,Diesel,6,Automatique,Traction,130000,03.2017,04.02.2024,3008
Volkswagen Golf 7,56000,Volkswagen,Autres,Essence,5,Manuelle,Traction,196000,04.2014,04.02.2024,Golf 7
Ford Focus Titanium,43500,Ford,Coupé,Essence,6,Manuelle,Traction,140000,01.2016,04.02.2024,Focus Titanium
Renault Captur,55000,Renault,SUV/4x4,Essence,5,Manuelle,Traction,92000,11.2019,04.02.2024,Captur
KIA Rio 5p Sx,57000,KIA,Citadine,Essence,5,Manuelle,Traction,26000,10.2019,26.02.2024,Rio 5p Sx
Skoda Octavia,47000,Skoda,Berline,Essence,6,Automatique,Propulsion,160000,02.2017,26.02.2024,Octavia
Mazda MX-5,160000,Mazda,Coupé,Essence,10,Automatique,Propulsion,10000,01.2023,26.02.2024,MX-5
Land Rover Range Rover Velar,240000,Land Rover,SUV/4x4,Essence,16,Automatique,Intégrale,84000,01.2018,26.02.2024,Range Rover Velar
Mercedes-Benz ML,95000,Mercedes,SUV/4x4,Diesel,15,Automatique,Traction,110000,10.2009,26.02.2024,-Benz ML
Ford Fiesta,28000,Ford,Citadine,Essence,5,Manuelle,Propulsion,110000,10.2012,26.02.2024,Fiesta
BMW Série 4 Coupé,135000,BMW,Coupé,Essence,14,Automatique,Propulsion,130000,10.2014,26.02.2024,Série 4 Coupé
Hyundai Grand i10 Sedan,52000,Hyundai,Berline,Essence,5,Manuelle,Propulsion,20000,10.2022,26.02.2024,Grand i10 Sedan
BMW X1,115000,BMW,SUV/4x4,Essence,7,Automatique,Traction,106000,06.2017,26.02.2024,X1
Jaguar XF,125000,Jaguar,Autres,Essence,15,Automatique,Propulsion,160000,05.2014,26.02.2024,XF
BMW X5,46000,BMW,Autres,Diesel,13,Automatique,Intégrale,200000,06.2003,26.02.2024,X5
Ssangyong Korando,85000,Ssangyong,SUV/4x4,Essence,9,Manuelle,Traction,69000,10.2021,26.02.2024,Korando
Renault Megane Sedan,68500,Renault,Berline,Essence,7,Manuelle,Traction,35000,06.2019,12.02.2024,Megane Sedan
DS 3 Chromatique,38900,DS,Compacte,Essence,5,Manuelle,Traction,68400,02.2017,12.02.2024,3 Chromatique
Volkswagen Golf 7,65000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,99000,04.2018,12.02.2024,Golf 7
Mercedes-Benz Classe C Kit AMG,60000,Mercedes,Berline,Essence,9,Automatique,Propulsion,210000,11.2009,12.02.2024,-Benz Classe C Kit AMG
Hyundai i10,36000,Hyundai,Citadine,Essence,5,Automatique,Traction,131000,03.2018,12.02.2024,i10
Peugeot 301 Comfort,21000,Peugeot,Compacte,Essence,5,Manuelle,Traction,180000,12.2014,12.02.2024,301 Comfort
Jeep Renegade Rouge,68000,Jeep,SUV/4x4,Essence,6,Manuelle,Traction,124000,08.2017,12.02.2024,Renegade Rouge
Mercedes-Benz Classe C 180 AMG,120000,Mercedes,Berline,Diesel,6,Automatique,Traction,95000,04.2019,12.02.2024,-Benz Classe C 180 AMG
Renault Megane 2 importé,18000,Renault,Berline,Diesel,5,Manuelle,Traction,297000,10.2007,12.02.2024,Megane 2 importé
Nissan Juke,39500,Nissan,Utilitaire,Essence,7,Manuelle,Intégrale,272000,02.2013,12.02.2024,Juke
Mazda 3 sedan,52000,Mazda,Berline,Essence,6,Manuelle,Traction,120000,09.2017,13.02.2024,3 sedan
Volkswagen Golf 7 bon etat,40000,Volkswagen,Berline,Essence,5,Manuelle,Traction,160000,01.2013,13.02.2024,Golf 7 bon etat
BMW Série 5 Luxury,170000,BMW,Berline,Essence,10,Automatique,Traction,94000,08.2019,07.02.2024,Série 5 Luxury
Toyota Yaris Sedan,45000,Toyota,Berline,Essence,5,Manuelle,Traction,119000,11.2017,07.02.2024,Yaris Sedan
Peugeot 301,23500,Peugeot,Berline,Essence,5,Manuelle,Traction,149200,09.2013,07.02.2024,301
Peugeot 3008 GT LINE,79000,Peugeot,SUV/4x4,Essence,9,Automatique,Traction,97000,12.2019,07.02.2024,3008 GT LINE
BMW Série 7,220000,BMW,Berline,Diesel,15,Automatique,Propulsion,186000,01.2016,07.02.2024,Série 7
Mercedes-Benz Classe C Elegance,52000,Mercedes,Berline,Diesel,7,Automatique,Traction,247000,06.2010,27.01.2024,-Benz Classe C Elegance
Mazda B series,26000,Mazda,Pick up,Diesel,12,Manuelle,Traction,420000,03.2005,27.01.2024,B series
KIA Picanto,35000,KIA,Citadine,Essence,4,Manuelle,Traction,68000,05.2018,28.01.2024,Picanto
Fiat Fiorino,41000,Fiat,Utilitaire,Diesel,6,Manuelle,Traction,43500,05.2022,13.02.2024,Fiorino
Volkswagen Passat Berline,72500,Volkswagen,Berline,Diesel,6,Automatique,Traction,125000,10.2018,13.02.2024,Passat Berline
Tesla Model 3 SR+ 2022,169000,Other,Berline,Electrique,6,Automatique,Propulsion,35000,03.2022,13.02.2024,Tesla Model 3 SR+ 2022
Fiat Grande Punto,23000,Fiat,Autres,Essence,5,Manuelle,Traction,250000,10.2008,13.02.2024,Grande Punto
Toyota Land Cruiser 105 GX 24Turbo 1HD-FTE,115000,Toyota,SUV/4x4,Diesel,17,Manuelle,Intégrale,360000,11.2000,28.01.2024,Land Cruiser 105 GX 24Turbo 1HD-FTE
Peugeot 3008,82900,Peugeot,SUV/4x4,Essence,7,Automatique,Traction,113000,01.2021,28.01.2024,3008
Porsche Macan TURBO,329000,Porsche,Berline,Essence,29,Automatique,Intégrale,85000,06.2019,28.01.2024,Macan TURBO
Peugeot 208,35000,Peugeot,Citadine,Essence,4,Manuelle,Traction,60000,03.2020,26.02.2024,208
Toyota Yaris,36400,Toyota,Citadine,Essence,4,Manuelle,Traction,83000,02.2020,27.01.2024,Yaris
Fiat Grande Punto,18500,Fiat,Citadine,Essence,5,Manuelle,Traction,244980,05.2009,28.01.2024,Grande Punto
MG 5,55000,MG,Berline,Essence,7,Automatique,Traction,98000,11.2022,28.01.2024,5
Porsche Cayenne,42000,Porsche,SUV/4x4,Essence,27,Automatique,Propulsion,250000,09.2005,13.02.2024,Cayenne
Volkswagen Polo 7,26500,Volkswagen,Citadine,Essence,5,Manuelle,Traction,197000,01.2012,13.02.2024,Polo 7
Peugeot 2008,50500,Peugeot,SUV/4x4,Essence,5,Manuelle,Traction,68000,03.2017,13.02.2024,2008
MG ZS Luxury,60000,MG,SUV/4x4,Essence,7,Automatique,Traction,123000,12.2018,13.02.2024,ZS Luxury
Audi Q2,82000,Audi,SUV/4x4,Essence,6,Automatique,Traction,220000,12.2018,13.02.2024,Q2
Renault Clio 4 dynamique,40000,Renault,Citadine,Essence,4,Manuelle,Traction,39000,11.2020,13.02.2024,Clio 4 dynamique
Chevrolet Captiva,36000,Chevrolet,SUV/4x4,Diesel,10,Automatique,Propulsion,320000,07.2007,13.02.2024,Captiva
Peugeot 308 Bleu métallique,29000,Peugeot,Compacte,Essence,6,Manuelle,Propulsion,250000,03.2012,13.02.2024,308 Bleu métallique
Land Rover Range Rover Sport Essence 32CV,55000,Land Rover,SUV/4x4,Essence,32,Automatique,Intégrale,150000,12.2009,28.01.2024,Range Rover Sport Essence 32CV
Renault Megane,55000,Renault,Compacte,Diesel,4,Manuelle,Traction,195000,01.2019,28.01.2024,Megane
Seat Leon SC SC,46900,Seat,Coupé,Essence,6,Manuelle,Traction,113000,05.2016,28.01.2024,Leon SC SC
Citroën C3,27000,Citroën,Autres,Essence,5,Manuelle,Intégrale,239000,03.2012,28.01.2024,C3
Peugeot 208,45000,Peugeot,Berline,Diesel,5,Manuelle,Traction,100000,01.2020,28.01.2024,208
Toyota Corolla,75000,Toyota,Citadine,Essence,6,Automatique,Traction,75000,06.2020,28.01.2024,Corolla
BMW Série 3 Sport,83500,BMW,Berline,Essence,10,Automatique,Traction,174000,04.2014,28.01.2024,Série 3 Sport
Porsche Cayenne v6 kit turbo,179000,Porsche,SUV/4x4,Essence,21,Automatique,Intégrale,90000,06.2012,28.01.2024,Cayenne v6 kit turbo
DS 3,33900,DS,Coupé,Essence,5,Manuelle,Traction,91000,03.2018,28.01.2024,3
KIA Picanto,35000,KIA,Compacte,Essence,5,Automatique,Traction,130000,05.2016,23.02.2024,Picanto
Mercedes-Benz ML 55 AMG,30000,Mercedes,Autres,Essence,27,Automatique,Intégrale,180000,11.2000,23.02.2024,-Benz ML 55 AMG
MG eHS Suv,133500,MG,SUV/4x4,Hybride rechargeable essence,7,Automatique,Automatique,48000,05.2022,23.02.2024,eHS Suv
BMW Série 1 M sport,137000,BMW,Compacte,Essence,8,Automatique,Traction,40000,03.2021,23.02.2024,Série 1 M sport
Fiat 500 Lounge,49000,Fiat,Citadine,Essence,4,Manuelle,Traction,63000,03.2019,23.02.2024,500 Lounge
BMW Série 7,123000,BMW,Berline,Essence,31,Automatique,Propulsion,174000,08.2009,23.02.2024,Série 7
Volkswagen T-Cross 1.0 L Highline BVA,95000,Volkswagen,SUV/4x4,Essence,7,Automatique,Traction,20,11.2023,23.02.2024,T-Cross 1.0 L Highline BVA
Land Rover Range Rover Velar,285000,Land Rover,SUV/4x4,Diesel,14,Automatique,Intégrale,80000,06.2018,23.02.2024,Range Rover Velar
Suzuki Baleno,48500,Suzuki,Autres,Essence,5,Automatique,Traction,85400,10.2017,08.02.2024,Baleno
Honda City,48000,Honda,Berline,Essence,7,Automatique,Traction,80000,08.2020,08.02.2024,City
Tesla Model 3 Long Range Performance,225000,Other,Berline,Electrique,10,Automatique,Intégrale,115000,08.2019,08.02.2024,Tesla Model 3 Long Range Performance
Tesla Model X Long Range,375000,Other,SUV/4x4,Electrique,10,Automatique,Intégrale,107000,05.2019,08.02.2024,Tesla Model X Long Range
Mercedes-Benz Classe C Avantgarde,43000,Mercedes,Berline,Diesel,10,Automatique,Propulsion,345000,01.2008,08.02.2024,-Benz Classe C Avantgarde
Nissan Qashqai,63000,Nissan,SUV/4x4,Essence,6,Automatique,Traction,99000,05.2017,08.02.2024,Qashqai
Peugeot 2008 Active,49000,Peugeot,Berline,Essence,5,Manuelle,Traction,62000,05.2018,08.02.2024,2008 Active
KIA Sportage 1.6 GDI,87500,KIA,SUV/4x4,Essence,8,Automatique,Traction,105000,01.2019,08.02.2024,Sportage 1.6 GDI
Peugeot 206+,24500,Peugeot,Citadine,Essence,4,Manuelle,Traction,175000,09.2012,08.02.2024,206+
Dacia Dokker Van,28000,Dacia,Utilitaire,Diesel,6,Manuelle,Traction,185000,02.2019,08.02.2024,Dokker Van
Alfa Romeo Giulietta Quadrifoglio,49000,Alfa Romeo,Citadine,Essence,9,Manuelle,Traction,145000,03.2012,08.02.2024,Giulietta Quadrifoglio
MG ZS,53000,MG,Berline,Essence,7,Manuelle,Traction,140000,10.2019,08.02.2024,ZS
BMW Série 4 Gran Coupé,88000,BMW,Berline,Essence,7,Automatique,Propulsion,160000,12.2017,23.02.2024,Série 4 Gran Coupé
Mercedes-Benz GLC Coupé,248000,Mercedes,Coupé,Essence,12,Automatique,Intégrale,33500,08.2019,23.02.2024,-Benz GLC Coupé
Renault Megane Sedan,51000,Renault,Berline,Essence,7,Manuelle,Traction,68000,07.2017,23.02.2024,Megane Sedan
Mercedes-Benz Classe E E300,61000,Mercedes,Berline,Essence,15,Automatique,Propulsion,245000,03.2011,23.02.2024,-Benz Classe E E300
Mercedes-Benz Classe E E200,167000,Mercedes,Berline,Essence,9,Automatique,Traction,79000,08.2020,23.02.2024,-Benz Classe E E200
Porsche Cayenne TURBO,91000,Porsche,SUV/4x4,Essence,43,Automatique,Intégrale,120000,01.2008,23.02.2024,Cayenne TURBO
Mercedes-Benz GLE Coupé 350 E,389000,Mercedes,Coupé,Hybride rechargeable essence,9,Automatique,Automatique,101000,05.2022,23.02.2024,-Benz GLE Coupé 350 E
BMW Série 1 KIT M,133000,BMW,Compacte,Essence,8,Automatique,Propulsion,60000,12.2020,23.02.2024,Série 1 KIT M
Mercedes-Benz Classe E E 180 KIT AMG,181000,Mercedes,Berline,Essence,9,Automatique,Propulsion,41000,05.2019,23.02.2024,-Benz Classe E E 180 KIT AMG
BMW Série 3,221000,BMW,Berline,Essence,10,Automatique,Propulsion,60000,12.2020,23.02.2024,Série 3
Ford C-Max Ghia,23000,Ford,Monospace,Diesel,6,Manuelle,Manuelle,151000,12.2009,23.02.2024,C-Max Ghia
Mercedes-Benz Classe A AMG,160000,Mercedes,Compacte,Hybride essence,6,Automatique,Traction,25000,04.2021,23.02.2024,-Benz Classe A AMG
Volkswagen Golf 7,50000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,172000,05.2016,27.01.2024,Golf 7
Honda City,39500,Honda,Berline,Essence,7,Manuelle,Traction,170000,08.2017,27.01.2024,City
Peugeot 4008,51000,Peugeot,SUV/4x4,Essence,9,Manuelle,Traction,110000,01.2014,27.01.2024,4008
Toyota Yaris Sedan,35000,Toyota,Utilitaire,Essence,5,Manuelle,Traction,194000,09.2014,27.01.2024,Yaris Sedan
Mercedes-Benz Classe C coupé C180 Coupé,67000,Mercedes,Coupé,Essence,9,Automatique,Intégrale,160000,08.2011,27.01.2024,-Benz Classe C coupé C180 Coupé
Nissan Qashqai Pure,69000,Nissan,SUV/4x4,Diesel,7,Manuelle,Traction,31000,11.2017,27.01.2024,Qashqai Pure
Jaguar F-Pace R-DYNAMIC,185000,Jaguar,SUV/4x4,Diesel,10,Automatique,Traction,165000,07.2017,26.02.2024,F-Pace R-DYNAMIC
Volkswagen Golf 8 R_line 1.5,125000,Volkswagen,Citadine,Essence,8,Automatique,Traction,70000,07.2021,26.02.2024,Golf 8 R_line 1.5
Audi Q5,215000,Audi,SUV/4x4,Diesel,11,Automatique,Traction,100000,09.2018,26.02.2024,Q5
Porsche Cayenne Kit GTS,172000,Porsche,SUV/4x4,Essence,30,Automatique,Traction,142000,09.2011,22.02.2024,Cayenne Kit GTS
Renault Fluence Très bon état,40000,Renault,Berline,Essence,7,Manuelle,Manuelle,173000,09.2013,22.02.2024,Fluence Très bon état
BMW Série 4 Gran Coupé Business line,125000,BMW,Berline,Essence,7,Automatique,Propulsion,130000,04.2019,22.02.2024,Série 4 Gran Coupé Business line
Land Rover Range Rover Velar Blanc,290000,Land Rover,SUV/4x4,Essence,20,Automatique,Automatique,50000,10.2018,23.02.2024,Range Rover Velar Blanc
Smart ForTwo Perfect,60000,Smart,Cabriolet,Essence,5,Automatique,Automatique,60000,06.2018,23.02.2024,ForTwo Perfect
Nissan Patrol,27500,Nissan,SUV/4x4,Diesel,11,Manuelle,Traction,300000,01.1991,23.02.2024,Patrol
Volkswagen Passat,67000,Volkswagen,Compacte,Essence,7,Manuelle,Traction,103000,03.2016,23.02.2024,Passat
Mercedes-Benz Classe A 250e Amg,150000,Mercedes,Compacte,Hybride essence,8,Automatique,Traction,70000,01.2021,23.02.2024,-Benz Classe A 250e Amg
Land Rover Range Rover Evoque Hse d180,250000,Land Rover,SUV/4x4,Hybride diesel,11,Automatique,Intégrale,49000,02.2020,23.02.2024,Range Rover Evoque Hse d180
BMW Série 3 320i,160000,BMW,Berline,Essence,10,Automatique,Traction,42000,10.2021,23.02.2024,Série 3 320i
Renault Symbol Élégance,35000,Renault,Citadine,Essence,5,Manuelle,Traction,100000,06.2016,23.02.2024,Symbol Élégance
BMW Série 3 M,52000,BMW,Berline,Diesel,7,Manuelle,Manuelle,260000,01.2011,23.02.2024,Série 3 M
Toyota Avensis 115 D-4D LINEA SOL,25000,Toyota,Berline,Diesel,7,Manuelle,Traction,202000,08.2003,09.02.2024,Avensis 115 D-4D LINEA SOL
Land Rover Discovery Sport,135000,Land Rover,SUV/4x4,Diesel,8,Automatique,Intégrale,140000,06.2017,09.02.2024,Discovery Sport
Audi Q3 Sportback,189000,Audi,SUV/4x4,Essence,9,Automatique,Traction,13000,09.2023,09.02.2024,Q3 Sportback
KIA Sportage GT LINE AWD,101000,KIA,SUV/4x4,Diesel,10,Automatique,Traction,114000,12.2016,09.02.2024,Sportage GT LINE AWD
KIA Optima,43000,KIA,Berline,Essence,10,Automatique,Traction,234000,04.2012,09.02.2024,Optima
Peugeot 208 Blanc nacré,42500,Peugeot,Citadine,Essence,4,Manuelle,Traction,39436,05.2018,09.02.2024,208 Blanc nacré
Peugeot 301,21000,Peugeot,Berline,Essence,5,Manuelle,Traction,176000,07.2013,09.02.2024,301
Jaguar XJ L,160000,Jaguar,Berline,Essence,17,Automatique,Propulsion,180000,11.2017,09.02.2024,XJ L
Hyundai Grand i10,42500,Hyundai,Citadine,Essence,4,Manuelle,Traction,30000,03.2021,09.02.2024,Grand i10
Peugeot 208,25000,Peugeot,Berline,Essence,5,Manuelle,Traction,170000,07.2017,10.02.2024,208
Peugeot 5008,95000,Peugeot,Citadine,Essence,6,Automatique,Traction,138361,11.2019,10.02.2024,5008
Mercedes-Benz Classe C Pack AMG,114000,Mercedes,Berline,Essence,8,Automatique,Propulsion,120000,01.2016,10.02.2024,-Benz Classe C Pack AMG
BMW Série 3 coupé e46 pack M,43000,BMW,Coupé,Essence,7,Manuelle,Propulsion,230000,01.2003,23.02.2024,Série 3 coupé e46 pack M
Volkswagen Polo Prestige,57000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,64000,11.2019,23.02.2024,Polo Prestige
Volkswagen Golf 7 Smart line,57000,Smart,Compacte,Essence,5,Automatique,Traction,121000,10.2016,14.02.2024,Volkswagen Golf 7  line
Volkswagen Golf 6 Confort,45000,Volkswagen,Compacte,Essence,5,Manuelle,Intégrale,154000,09.2011,14.02.2024,Golf 6 Confort
Chevrolet Cruze,31000,Chevrolet,Berline,Essence,7,Manuelle,Manuelle,270000,07.2014,22.02.2024,Cruze
Peugeot 208,33000,Peugeot,Citadine,Essence,4,Manuelle,Manuelle,82000,12.2019,22.02.2024,208
Seat Ibiza,46000,Seat,Citadine,Essence,4,Manuelle,Propulsion,50800,07.2018,14.02.2024,Ibiza
Mercedes-Benz Classe C AMG,120000,Mercedes,Berline,Diesel,9,Automatique,Propulsion,133000,04.2014,22.02.2024,-Benz Classe C AMG
Volkswagen Polo Ambition,62000,Volkswagen,Citadine,Essence,4,Manuelle,Traction,13000,09.2021,22.02.2024,Polo Ambition
Alfa Romeo Stelvio sport,150000,Alfa Romeo,SUV/4x4,Essence,17,Automatique,Intégrale,73000,05.2019,22.02.2024,Stelvio sport
Jeep Wrangler Sahara,235000,Jeep,SUV/4x4,Essence,20,Automatique,Intégrale,63000,06.2017,22.02.2024,Wrangler Sahara
MG 5,59000,MG,Berline,Essence,7,Automatique,Traction,20000,04.2022,22.02.2024,5
Fiat Punto,10000,Fiat,Citadine,Essence,4,Manuelle,Intégrale,300000,11.1998,14.02.2024,Punto
Mercedes-Benz Classe C 180 Avant-garde,65000,Mercedes,Berline,Essence,9,Manuelle,Propulsion,192000,01.2012,22.02.2024,-Benz Classe C 180 Avant-garde
KIA Sportage Gt line,115000,KIA,SUV/4x4,Essence,11,Automatique,Intégrale,50000,11.2020,22.02.2024,Sportage Gt line
Mahindra KUV 100 k8,37500,Mahindra,Compacte,Essence,5,Manuelle,Traction,39500,03.2021,22.02.2024,KUV 100 k8
Chevrolet Sonic,36000,Chevrolet,Berline,Essence,5,Manuelle,Traction,84000,06.2018,22.02.2024,Sonic
Volkswagen Jetta,90000,Volkswagen,Berline,Essence,7,Automatique,Intégrale,34000,08.2018,14.02.2024,Jetta
Seat Leon Style,62500,Seat,Compacte,Essence,6,Manuelle,Traction,109000,08.2019,14.02.2024,Leon Style
Volkswagen T-Cross Comfortline,76000,Volkswagen,SUV/4x4,Essence,6,Manuelle,Traction,400,12.2023,14.02.2024,T-Cross Comfortline
Haval H6,86000,Haval,SUV/4x4,Essence,9,Automatique,Traction,50000,01.2020,26.02.2024,H6
Nissan Sunny Toutes option,30000,Nissan,Berline,Essence,6,Manuelle,Traction,165000,06.2015,14.02.2024,Sunny Toutes option
BMW Série 3 Modern,67000,BMW,Berline,Essence,7,Automatique,Traction,180000,01.2015,26.02.2024,Série 3 Modern
Porsche Panamera PLATINUM édition,255000,Porsche,Berline,Essence,20,Automatique,Traction,100000,01.2014,26.02.2024,Panamera PLATINUM édition
Land Rover Range Rover Velar R_dynamique D300,350000,Land Rover,SUV/4x4,Diesel,19,Automatique,Traction,100000,09.2019,26.02.2024,Range Rover Velar R_dynamique D300
Peugeot 3008 GT-line,77000,Peugeot,SUV/4x4,Essence,9,Automatique,Traction,260000,08.2017,26.02.2024,3008 GT-line
Porsche Macan S,185000,Porsche,SUV/4x4,Essence,23,Automatique,Traction,110000,01.2015,26.02.2024,Macan S
"Mercedes-Benz Classe C 180, kit AMG",198000,Mercedes,Berline,Hybride essence,10,Automatique,Propulsion,23000,04.2022,15.02.2024,"-Benz Classe C 180, kit AMG"
Volkswagen Polo Sedan 1.4,39000,Volkswagen,Citadine,Essence,5,Manuelle,Traction,110000,07.2017,26.02.2024,Polo Sedan 1.4
Volkswagen Golf 7 Bluemotion,55000,Volkswagen,Monospace,Diesel,5,Automatique,Traction,240000,05.2013,15.02.2024,Golf 7 Bluemotion
KIA Seltos,98000,KIA,SUV/4x4,Essence,8,Automatique,Traction,47000,11.2021,26.02.2024,Seltos
Citroën C3 Shine,44500,Citroën,Citadine,Essence,4,Manuelle,Traction,55000,12.2019,26.02.2024,C3 Shine
Fiat 500,55000,Fiat,Citadine,Essence,4,Automatique,Traction,37000,05.2021,22.02.2024,500
Renault Kadjar Blue Sport Edition 2 1.5 DCI,80000,Renault,SUV/4x4,Diesel,6,Manuelle,Traction,113000,03.2019,05.02.2024,Kadjar Blue Sport Edition 2 1.5 DCI
Renault Clio 4,42000,Renault,Berline,Diesel,5,Manuelle,Traction,107518,01.2019,05.02.2024,Clio 4
Ford Focus Gia,29000,Ford,Coupé,Essence,6,Manuelle,Traction,195000,11.2010,05.02.2024,Focus Gia
Peugeot 301,19000,Peugeot,Berline,Essence,5,Manuelle,Traction,150000,06.2014,05.02.2024,301
Ford Focus,38000,Ford,Berline,Essence,6,Manuelle,Propulsion,135000,09.2016,05.02.2024,Focus
Mercedes-Benz Classe E coupé Avantgarde,88000,Mercedes,Coupé,Essence,11,Automatique,Propulsion,73560,08.2011,05.02.2024,-Benz Classe E coupé Avantgarde
Peugeot 3008 GT.LINE,89500,Peugeot,SUV/4x4,Essence,9,Automatique,Traction,129000,05.2018,05.02.2024,3008 GT.LINE
Mazda 2 017,40000,Mazda,Citadine,Essence,6,Manuelle,Traction,164000,03.2017,06.02.2024,2 017
Mazda 3,24500,Mazda,Compacte,Essence,6,Manuelle,Traction,251000,09.2012,06.02.2024,3
Volkswagen Vento GT,21800,Volkswagen,Berline,Essence,9,Manuelle,Traction,290000,06.1996,06.02.2024,Vento GT
Audi A5 Sportback High tech,200000,Audi,Berline,Essence,8,Automatique,Propulsion,17000,12.2021,06.02.2024,A5 Sportback High tech
Citroën C4,39000,Citroën,Compacte,Essence,6,Manuelle,Traction,93000,11.2018,06.02.2024,C4
Haval H6,85000,Haval,SUV/4x4,Essence,9,Automatique,Traction,77000,03.2021,21.02.2024,H6
Mercedes-Benz Classe C,68000,Mercedes,Berline,Essence,9,Automatique,Automatique,194000,05.2011,21.02.2024,-Benz Classe C
Hyundai Accent Full option  boîte automatique,74000,Hyundai,Berline,Essence,6,Automatique,Traction,10000,03.2022,21.02.2024,Accent Full option  boîte automatique
Mini 3 portes,58000,Mini,Coupé,Essence,4,Manuelle,Manuelle,146000,01.2016,21.02.2024,3 portes
Ford Focus Ghia,30000,Ford,Coupé,Essence,6,Manuelle,Manuelle,222000,06.2011,21.02.2024,Focus Ghia
Fiat Punto Evo xx,24000,Fiat,Compacte,Essence,4,Manuelle,Manuelle,100000,05.2013,21.02.2024,Punto Evo xx
Mercedes-Benz CLA,105000,Mercedes,Berline,Essence,7,Automatique,Automatique,44000,06.2018,21.02.2024,-Benz CLA
Mahindra XUV 300 W8,62000,Mahindra,SUV/4x4,Essence,6,Manuelle,Traction,5000,06.2023,22.02.2024,XUV 300 W8
Ford Fiesta,31000,Ford,Coupé,Essence,6,Manuelle,Traction,204000,02.2017,22.02.2024,Fiesta
Mercedes-Benz Classe A AMG,90000,Mercedes,Compacte,Essence,6,Automatique,Traction,45000,11.2015,22.02.2024,-Benz Classe A AMG
BMW Série 3 Bonne,63000,BMW,Berline,Essence,7,Automatique,Automatique,202000,09.2015,22.02.2024,Série 3 Bonne
Renault Clio,49500,Renault,Citadine,Essence,4,Manuelle,Traction,33000,03.2019,22.02.2024,Clio
Seat Leon Style plus,59000,Seat,Citadine,Essence,6,Manuelle,Traction,130000,05.2018,22.02.2024,Leon Style plus
Mercedes-Benz Classe C C200,54000,Mercedes,Berline,Diesel,8,Automatique,Traction,235000,10.2009,22.02.2024,-Benz Classe C C200
KIA Rio 5p,64000,KIA,Berline,Essence,5,Manuelle,Traction,7500,07.2023,22.02.2024,Rio 5p
Hyundai Grand i10 très propre,36000,Hyundai,Citadine,Essence,5,Manuelle,Traction,160000,02.2017,22.02.2024,Grand i10 très propre
Land Rover Range Rover Sport,380000,Land Rover,SUV/4x4,Hybride essence,22,Automatique,Automatique,57000,01.2020,22.02.2024,Range Rover Sport
Peugeot 2008 Allure,45900,Peugeot,SUV/4x4,Essence,6,Manuelle,Manuelle,147000,11.2017,22.02.2024,2008 Allure
Volkswagen Golf 7,87000,Volkswagen,Berline,Essence,9,Automatique,Automatique,17000,05.2020,22.02.2024,Golf 7
Mercedes-Benz Classe A Citadine,56000,Mercedes,Citadine,Diesel,5,Manuelle,Manuelle,200000,03.2014,22.02.2024,-Benz Classe A Citadine
Ford Fiesta,25000,Ford,Compacte,Essence,5,Manuelle,Traction,270000,08.2010,22.02.2024,Fiesta
Fiat Doblo,29000,Fiat,Autres,Diesel,5,Manuelle,Traction,170000,03.2020,22.02.2024,Doblo
